sls_ord_num,sls_prd_key,sls_cust_id,sls_order_dt,sls_ship_dt,sls_due_dt,sls_sales,sls_quantity,sls_price
SO48805,BK-R50R-52,19318,2012-07-01,2012-07-08,2012-07-13,783.00,1,783.00
SO48806,BK-R50B-48,20885,2012-07-01,2012-07-08,2012-07-13,783.00,1,783.00
SO48807,BK-R50R-62,20892,2012-07-01,2012-07-08,2012-07-13,783.00,1,783.00
SO48808,BK-R89R-44,16552,2012-07-01,2012-07-08,2012-07-13,2443.00,1,2443.00
SO48809,BK-R89R-48,23411,2012-07-01,2012-07-08,2012-07-13,2443.00,1,2443.00
SO48810,BK-R89R-48,23415,2012-07-01,2012-07-08,2012-07-13,2443.00,1,2443.00
SO48811,BK-R50B-60,15517,2012-07-01,2012-07-08,2012-07-13,783.00,1,783.00
SO48812,BK-M68S-46,13630,2012-07-01,2012-07-08,2012-07-13,2071.00,1,2071.00
SO48813,BK-M68B-46,13631,2012-07-01,2012-07-08,2012-07-13,2049.00,1,2049.00
SO48814,BK-M68B-42,13647,2012-07-01,2012-07-08,2012-07-13,2049.00,1,2049.00
SO48815,BK-R89B-52,17700,2012-07-02,2012-07-09,2012-07-14,2182.00,1,2182.00
SO48816,BK-M68S-46,12459,2012-07-02,2012-07-09,2012-07-14,2071.00,1,2071.00
SO48817,BK-R89B-44,26049,2012-07-02,2012-07-09,2012-07-14,2182.00,1,2182.00
SO48818,BK-R50B-58,15497,2012-07-02,2012-07-09,2012-07-14,783.00,1,783.00
SO48819,BK-M68S-38,13622,2012-07-02,2012-07-09,2012-07-14,2071.00,1,2071.00
SO48820,BK-M68B-38,13958,2012-07-02,2012-07-09,2012-07-14,2049.00,1,2049.00
SO48821,BK-R89B-58,23344,2012-07-02,2012-07-09,2012-07-14,2182.00,1,2182.00
SO48822,BK-R89B-58,17743,2012-07-03,2012-07-10,2012-07-15,2182.00,1,2182.00
SO48823,BK-R89R-48,16821,2012-07-03,2012-07-10,2012-07-15,2443.00,1,2443.00
SO48824,BK-R89R-48,23408,2012-07-03,2012-07-10,2012-07-15,2443.00,1,2443.00
SO48825,BK-R89B-44,23414,2012-07-03,2012-07-10,2012-07-15,2182.00,1,2182.00
SO48826,BK-R89R-48,23421,2012-07-03,2012-07-10,2012-07-15,2443.00,1,2443.00
SO48827,BK-M68B-42,26729,2012-07-03,2012-07-10,2012-07-15,2049.00,1,2049.00
SO48828,BK-R89R-48,23120,2012-07-03,2012-07-10,2012-07-15,2443.00,1,2443.00
SO48829,BK-R89R-44,23121,2012-07-03,2012-07-10,2012-07-15,2443.00,1,2443.00
SO48830,BK-R89R-58,17750,2012-07-04,2012-07-11,2012-07-16,2182.00,1,2182.00
SO48831,BK-R50R-44,20886,2012-07-04,2012-07-11,2012-07-16,783.00,1,783.00
SO48832,BK-R89B-44,23418,2012-07-04,2012-07-11,2012-07-16,2182.00,1,2182.00
SO48833,BK-R89B-44,23118,2012-07-04,2012-07-11,2012-07-16,2182.00,1,2182.00
SO48834,BK-M68S-38,26695,2012-07-04,2012-07-11,2012-07-16,2071.00,1,2071.00
SO48835,BK-M68B-42,21148,2012-07-04,2012-07-11,2012-07-16,2049.00,1,2049.00
SO48836,BK-M68B-42,13959,2012-07-04,2012-07-11,2012-07-16,2049.00,1,2049.00
SO48837,BK-R89R-58,23311,2012-07-05,2012-07-12,2012-07-17,2182.00,1,2182.00
SO48838,BK-R89B-44,23409,2012-07-05,2012-07-12,2012-07-17,2182.00,1,2182.00
SO48839,BK-R89R-44,16567,2012-07-06,2012-07-13,2012-07-18,2443.00,1,2443.00
SO48840,BK-R89R-48,17753,2012-07-06,2012-07-13,2012-07-18,2443.00,1,2443.00
SO48841,BK-R64Y-38,17716,2012-07-06,2012-07-13,2012-07-18,1000.00,1,1000.00
SO48842,BK-M68S-38,12463,2012-07-06,2012-07-13,2012-07-18,2071.00,1,2071.00
SO48843,BK-R50R-62,15489,2012-07-06,2012-07-13,2012-07-18,783.00,1,783.00
SO48844,BK-R50B-44,15492,2012-07-06,2012-07-13,2012-07-18,783.00,1,783.00
SO48845,BK-M68B-46,13620,2012-07-06,2012-07-13,2012-07-18,2049.00,1,2049.00
SO48846,BK-M68B-42,13651,2012-07-06,2012-07-13,2012-07-18,2049.00,1,2049.00
SO48847,BK-R64Y-40,14336,2012-07-06,2012-07-13,2012-07-18,1000.00,1,1000.00
SO48848,BK-R64Y-40,19424,2012-07-07,2012-07-14,2012-07-19,1000.00,1,1000.00
SO48849,BK-M68B-42,28904,2012-07-07,2012-07-14,2012-07-19,2049.00,1,2049.00
SO48850,BK-M68S-38,29361,2012-07-07,2012-07-14,2012-07-19,2071.00,1,2071.00
SO48851,BK-M68S-42,26717,2012-07-07,2012-07-14,2012-07-19,2071.00,1,2071.00
SO48852,BK-R50R-62,15503,2012-07-07,2012-07-14,2012-07-19,783.00,1,783.00
SO48853,BK-R50B-62,15520,2012-07-07,2012-07-14,2012-07-19,783.00,1,783.00
SO48854,BK-M68S-42,13643,2012-07-07,2012-07-14,2012-07-19,2071.00,1,2071.00
SO48855,BK-M68S-42,13955,2012-07-07,2012-07-14,2012-07-19,2071.00,1,2071.00
SO48856,BK-M68B-38,13967,2012-07-07,2012-07-14,2012-07-19,2049.00,1,2049.00
SO48857,BK-R50B-52,26652,2012-07-07,2012-07-14,2012-07-19,783.00,1,783.00
SO48858,BK-R89R-44,15455,2012-07-08,2012-07-15,2012-07-20,2443.00,1,2443.00
SO48859,BK-R89B-44,16603,2012-07-08,2012-07-15,2012-07-20,2182.00,1,2182.00
SO48860,BK-R89B-48,13849,2012-07-08,2012-07-15,2012-07-20,2182.00,1,2182.00
SO48861,BK-M68S-38,26786,2012-07-08,2012-07-15,2012-07-20,2071.00,1,2071.00
SO48862,BK-M68S-38,26805,2012-07-08,2012-07-15,2012-07-20,2071.00,1,2071.00
SO48863,BK-M68S-38,26718,2012-07-08,2012-07-15,2012-07-20,2071.00,1,2071.00
SO48864,BK-M68S-46,13964,2012-07-08,2012-07-15,2012-07-20,2071.00,1,2071.00
SO48865,BK-R64Y-38,24924,2012-07-08,2012-07-15,2012-07-20,1000.00,1,1000.00
SO48866,BK-M68B-46,13527,2012-07-08,2012-07-15,2012-07-20,2049.00,1,2049.00
SO48867,BK-R89B-44,15451,2012-07-09,2012-07-16,2012-07-21,2182.00,1,2182.00
SO48868,BK-R50B-44,19320,2012-07-09,2012-07-16,2012-07-21,783.00,1,783.00
SO48869,BK-R89R-58,23314,2012-07-09,2012-07-16,2012-07-21,2182.00,1,2182.00
SO48870,BK-R89R-58,23316,2012-07-09,2012-07-16,2012-07-21,2182.00,1,2182.00
SO48871,BK-M68B-42,20736,2012-07-09,2012-07-16,2012-07-21,2049.00,1,2049.00
SO48872,BK-R50B-60,15483,2012-07-09,2012-07-16,2012-07-21,783.00,1,783.00
SO48873,BK-R50R-60,15499,2012-07-09,2012-07-16,2012-07-21,783.00,1,783.00
SO48874,BK-M68B-42,13970,2012-07-09,2012-07-16,2012-07-21,2049.00,1,2049.00
SO48875,BK-R64Y-38,24922,2012-07-09,2012-07-16,2012-07-21,1000.00,1,1000.00
SO48876,BK-R50B-60,26588,2012-07-09,2012-07-16,2012-07-21,783.00,1,783.00
SO48877,BK-R50R-48,26657,2012-07-09,2012-07-16,2012-07-21,783.00,1,783.00
SO48878,BK-R89B-48,17715,2012-07-10,2012-07-17,2012-07-22,2182.00,1,2182.00
SO48879,BK-M68B-46,12526,2012-07-10,2012-07-17,2012-07-22,2049.00,1,2049.00
SO48880,BK-R89R-44,13746,2012-07-10,2012-07-17,2012-07-22,2443.00,1,2443.00
SO48881,BK-R89R-58,23324,2012-07-10,2012-07-17,2012-07-22,2182.00,1,2182.00
SO48882,BK-M68B-46,26801,2012-07-10,2012-07-17,2012-07-22,2049.00,1,2049.00
SO48883,BK-M68S-46,13528,2012-07-10,2012-07-17,2012-07-22,2071.00,1,2071.00
SO48884,BK-R64Y-48,24921,2012-07-10,2012-07-17,2012-07-22,1000.00,1,1000.00
SO48885,BK-R89R-58,17755,2012-07-11,2012-07-18,2012-07-23,2182.00,1,2182.00
SO48886,BK-M68S-38,12473,2012-07-11,2012-07-18,2012-07-23,2071.00,1,2071.00
SO48887,BK-M68S-46,26811,2012-07-11,2012-07-18,2012-07-23,2071.00,1,2071.00
SO48888,BK-R50R-48,15482,2012-07-11,2012-07-18,2012-07-23,783.00,1,783.00
SO48889,BK-M68B-46,26711,2012-07-11,2012-07-18,2012-07-23,2049.00,1,2049.00
SO48890,BK-M68B-38,13618,2012-07-11,2012-07-18,2012-07-23,2049.00,1,2049.00
SO48891,BK-M68B-42,13650,2012-07-11,2012-07-18,2012-07-23,2049.00,1,2049.00
SO48892,BK-R64Y-48,17714,2012-07-12,2012-07-19,2012-07-24,1000.00,1,1000.00
SO48893,BK-R89B-52,17772,2012-07-12,2012-07-19,2012-07-24,2182.00,1,2182.00
SO48894,BK-R64Y-40,19034,2012-07-12,2012-07-19,2012-07-24,1000.00,1,1000.00
SO48895,BK-R64Y-40,19418,2012-07-12,2012-07-19,2012-07-24,1000.00,1,1000.00
SO48896,BK-R89B-44,17632,2012-07-12,2012-07-19,2012-07-24,2182.00,1,2182.00
SO48897,BK-R89B-52,16540,2012-07-12,2012-07-19,2012-07-24,2182.00,1,2182.00
SO48898,BK-R89B-44,13856,2012-07-12,2012-07-19,2012-07-24,2182.00,1,2182.00
SO48899,BK-R89B-44,23313,2012-07-12,2012-07-19,2012-07-24,2182.00,1,2182.00
SO48900,BK-M68B-38,26734,2012-07-12,2012-07-19,2012-07-24,2049.00,1,2049.00
SO48901,BK-M68S-38,13960,2012-07-12,2012-07-19,2012-07-24,2071.00,1,2071.00
SO48902,BK-M68B-38,13966,2012-07-12,2012-07-19,2012-07-24,2049.00,1,2049.00
SO48903,BK-R50B-52,26653,2012-07-12,2012-07-19,2012-07-24,783.00,1,783.00
SO48904,BK-M68B-46,12492,2012-07-13,2012-07-20,2012-07-25,2049.00,1,2049.00
SO48905,BK-M68B-46,26814,2012-07-13,2012-07-20,2012-07-25,2049.00,1,2049.00
SO48906,BK-M68S-46,26705,2012-07-13,2012-07-20,2012-07-25,2071.00,1,2071.00
SO48907,BK-M68B-46,26727,2012-07-13,2012-07-20,2012-07-25,2049.00,1,2049.00
SO48908,BK-M68B-46,13626,2012-07-13,2012-07-20,2012-07-25,2049.00,1,2049.00
SO48909,BK-M68S-38,13953,2012-07-13,2012-07-20,2012-07-25,2071.00,1,2071.00
SO48910,BK-R89B-52,16587,2012-07-14,2012-07-21,2012-07-26,2182.00,1,2182.00
SO48911,BK-R50B-60,20880,2012-07-14,2012-07-21,2012-07-26,783.00,1,783.00
SO48912,BK-R50R-48,20841,2012-07-14,2012-07-21,2012-07-26,783.00,1,783.00
SO48913,BK-R89R-48,23412,2012-07-14,2012-07-21,2012-07-26,2443.00,1,2443.00
SO48914,BK-M68S-46,26735,2012-07-14,2012-07-21,2012-07-26,2071.00,1,2071.00
SO48915,BK-R50B-60,15481,2012-07-14,2012-07-21,2012-07-26,783.00,1,783.00
SO48916,BK-M68B-38,13616,2012-07-14,2012-07-21,2012-07-26,2049.00,1,2049.00
SO48917,BK-M68S-46,13636,2012-07-14,2012-07-21,2012-07-26,2071.00,1,2071.00
SO48918,BK-M68B-46,13638,2012-07-14,2012-07-21,2012-07-26,2049.00,1,2049.00
SO48919,BK-R50R-44,26658,2012-07-14,2012-07-21,2012-07-26,783.00,1,783.00
SO48920,BK-M68S-42,12275,2012-07-15,2012-07-22,2012-07-27,2071.00,1,2071.00
SO48921,BK-M68B-42,12560,2012-07-15,2012-07-22,2012-07-27,2049.00,1,2049.00
SO48922,BK-R89R-44,15095,2012-07-15,2012-07-22,2012-07-27,2443.00,1,2443.00
SO48923,BK-R64Y-40,14298,2012-07-15,2012-07-22,2012-07-27,1000.00,1,1000.00
SO48924,BK-R89R-44,26040,2012-07-15,2012-07-22,2012-07-27,2443.00,1,2443.00
SO48925,BK-R50R-62,15480,2012-07-15,2012-07-22,2012-07-27,783.00,1,783.00
SO48926,BK-R89B-44,23117,2012-07-15,2012-07-22,2012-07-27,2182.00,1,2182.00
SO48927,BK-M68B-46,26703,2012-07-15,2012-07-22,2012-07-27,2049.00,1,2049.00
SO48928,BK-R50B-58,15502,2012-07-15,2012-07-22,2012-07-27,783.00,1,783.00
SO48929,BK-M68S-38,13526,2012-07-15,2012-07-22,2012-07-27,2071.00,1,2071.00
SO48930,BK-R89R-58,15086,2012-07-15,2012-07-22,2012-07-27,2182.00,1,2182.00
SO48931,BK-R64Y-44,19382,2012-07-16,2012-07-23,2012-07-28,1000.00,1,1000.00
SO48932,BK-R64Y-42,14297,2012-07-16,2012-07-23,2012-07-28,1000.00,1,1000.00
SO48933,BK-M68B-46,26694,2012-07-16,2012-07-23,2012-07-28,2049.00,1,2049.00
SO48934,BK-M68S-42,26710,2012-07-16,2012-07-23,2012-07-28,2071.00,1,2071.00
SO48935,BK-R50R-52,15518,2012-07-16,2012-07-23,2012-07-28,783.00,1,783.00
SO48936,BK-M68S-38,13644,2012-07-16,2012-07-23,2012-07-28,2071.00,1,2071.00
SO48937,BK-M68S-38,13529,2012-07-16,2012-07-23,2012-07-28,2071.00,1,2071.00
SO48938,BK-R89B-44,17720,2012-07-17,2012-07-24,2012-07-29,2182.00,1,2182.00
SO48939,BK-R89R-48,15462,2012-07-17,2012-07-24,2012-07-29,2443.00,1,2443.00
SO48940,BK-R50R-62,20835,2012-07-17,2012-07-24,2012-07-29,783.00,1,783.00
SO48941,BK-R89R-48,26013,2012-07-17,2012-07-24,2012-07-29,2443.00,1,2443.00
SO48942,BK-M68B-46,26728,2012-07-17,2012-07-24,2012-07-29,2049.00,1,2049.00
SO48943,BK-M68S-38,13973,2012-07-17,2012-07-24,2012-07-29,2071.00,1,2071.00
SO48944,BK-R64Y-40,25010,2012-07-17,2012-07-24,2012-07-29,1000.00,1,1000.00
SO48945,BK-R89R-52,17644,2012-07-18,2012-07-25,2012-07-30,2443.00,1,2443.00
SO48946,BK-M68B-38,26725,2012-07-18,2012-07-25,2012-07-30,2049.00,1,2049.00
SO48947,BK-M68S-38,13957,2012-07-18,2012-07-25,2012-07-30,2071.00,1,2071.00
SO48948,BK-M68S-42,13974,2012-07-18,2012-07-25,2012-07-30,2071.00,1,2071.00
SO48949,BK-R50B-60,26591,2012-07-18,2012-07-25,2012-07-30,783.00,1,783.00
SO48950,BK-M68B-38,12486,2012-07-19,2012-07-26,2012-07-31,2049.00,1,2049.00
SO48951,BK-M68S-38,29388,2012-07-19,2012-07-26,2012-07-31,2071.00,1,2071.00
SO48952,BK-R89R-44,15093,2012-07-19,2012-07-26,2012-07-31,2443.00,1,2443.00
SO48953,BK-R89R-52,23413,2012-07-19,2012-07-26,2012-07-31,2443.00,1,2443.00
SO48954,BK-M68B-46,26724,2012-07-19,2012-07-26,2012-07-31,2049.00,1,2049.00
SO48955,BK-M68B-38,13645,2012-07-19,2012-07-26,2012-07-31,2049.00,1,2049.00
SO48956,BK-M68S-46,13968,2012-07-19,2012-07-26,2012-07-31,2071.00,1,2071.00
SO48957,BK-R50B-58,20836,2012-07-20,2012-07-27,2012-08-01,783.00,1,783.00
SO48958,BK-R89B-52,23310,2012-07-20,2012-07-27,2012-08-01,2182.00,1,2182.00
SO48959,BK-R89B-48,23417,2012-07-20,2012-07-27,2012-08-01,2182.00,1,2182.00
SO48960,BK-M68S-42,26726,2012-07-20,2012-07-27,2012-08-01,2071.00,1,2071.00
SO48961,BK-M68B-38,13619,2012-07-20,2012-07-27,2012-08-01,2049.00,1,2049.00
SO48962,BK-M68B-46,13649,2012-07-20,2012-07-27,2012-08-01,2049.00,1,2049.00
SO48963,BK-R64Y-40,25011,2012-07-20,2012-07-27,2012-08-01,1000.00,1,1000.00
SO48964,BK-R89R-58,16824,2012-07-21,2012-07-28,2012-08-02,2182.00,1,2182.00
SO48965,BK-R64Y-48,19030,2012-07-21,2012-07-28,2012-08-02,1000.00,1,1000.00
SO48966,BK-R89B-44,17639,2012-07-21,2012-07-28,2012-08-02,2182.00,1,2182.00
SO48967,BK-R64Y-44,14292,2012-07-21,2012-07-28,2012-08-02,1000.00,1,1000.00
SO48968,BK-R89R-58,13742,2012-07-21,2012-07-28,2012-08-02,2182.00,1,2182.00
SO48969,BK-R89B-58,23320,2012-07-21,2012-07-28,2012-08-02,2182.00,1,2182.00
SO48970,BK-R64Y-42,26529,2012-07-21,2012-07-28,2012-08-02,1000.00,1,1000.00
SO48971,BK-M68B-46,13625,2012-07-21,2012-07-28,2012-08-02,2049.00,1,2049.00
SO48972,BK-M68B-42,13629,2012-07-21,2012-07-28,2012-08-02,2049.00,1,2049.00
SO48973,BK-R50B-62,26656,2012-07-21,2012-07-28,2012-08-02,783.00,1,783.00
SO48974,BK-R89B-48,17717,2012-07-22,2012-07-29,2012-08-03,2182.00,1,2182.00
SO48975,BK-R64Y-44,17739,2012-07-22,2012-07-29,2012-08-03,1000.00,1,1000.00
SO48976,BK-M68S-42,12404,2012-07-22,2012-07-29,2012-08-03,2071.00,1,2071.00
SO48977,BK-R50R-58,20842,2012-07-22,2012-07-29,2012-08-03,783.00,1,783.00
SO48978,BK-R64Y-44,14290,2012-07-22,2012-07-29,2012-08-03,1000.00,1,1000.00
SO48979,BK-R89B-48,13855,2012-07-22,2012-07-29,2012-08-03,2182.00,1,2182.00
SO48980,BK-R89R-48,23322,2012-07-22,2012-07-29,2012-08-03,2443.00,1,2443.00
SO48981,BK-R89R-44,23348,2012-07-22,2012-07-29,2012-08-03,2443.00,1,2443.00
SO48982,BK-R50R-60,15484,2012-07-22,2012-07-29,2012-08-03,783.00,1,783.00
SO48983,BK-R50B-58,15500,2012-07-22,2012-07-29,2012-08-03,783.00,1,783.00
SO48984,BK-M68S-42,13632,2012-07-22,2012-07-29,2012-08-03,2071.00,1,2071.00
SO48985,BK-M68B-42,13646,2012-07-22,2012-07-29,2012-08-03,2049.00,1,2049.00
SO48986,BK-R50R-62,26651,2012-07-22,2012-07-29,2012-08-03,783.00,1,783.00
SO48987,BK-R50R-58,26655,2012-07-22,2012-07-29,2012-08-03,783.00,1,783.00
SO48988,BK-R89R-52,16565,2012-07-23,2012-07-30,2012-08-04,2443.00,1,2443.00
SO48989,BK-M68B-42,29364,2012-07-23,2012-07-30,2012-08-04,2049.00,1,2049.00
SO48990,BK-M68B-46,12559,2012-07-23,2012-07-30,2012-08-04,2049.00,1,2049.00
SO48991,BK-M68S-42,12291,2012-07-23,2012-07-30,2012-08-04,2071.00,1,2071.00
SO48992,BK-R89B-58,13862,2012-07-23,2012-07-30,2012-08-04,2182.00,1,2182.00
SO48993,BK-R89B-52,23410,2012-07-23,2012-07-30,2012-08-04,2182.00,1,2182.00
SO48994,BK-R50R-62,15506,2012-07-23,2012-07-30,2012-08-04,783.00,1,783.00
SO48995,BK-M68S-42,28885,2012-07-24,2012-07-31,2012-08-05,2071.00,1,2071.00
SO48996,BK-R64Y-44,14334,2012-07-24,2012-07-31,2012-08-05,1000.00,1,1000.00
SO48997,BK-R89R-48,13854,2012-07-24,2012-07-31,2012-08-05,2443.00,1,2443.00
SO48998,BK-R50B-58,26661,2012-07-24,2012-07-31,2012-08-05,783.00,1,783.00
SO48999,BK-R89B-52,15463,2012-07-25,2012-08-01,2012-08-06,2182.00,1,2182.00
SO49000,BK-M68B-42,12460,2012-07-25,2012-08-01,2012-08-06,2049.00,1,2049.00
SO49001,BK-M68S-46,29380,2012-07-25,2012-08-01,2012-08-06,2071.00,1,2071.00
SO49002,BK-R89R-58,23323,2012-07-25,2012-08-01,2012-08-06,2182.00,1,2182.00
SO49003,BK-R89R-48,23325,2012-07-25,2012-08-01,2012-08-06,2443.00,1,2443.00
SO49004,BK-R89R-52,23420,2012-07-25,2012-08-01,2012-08-06,2443.00,1,2443.00
SO49005,BK-M68B-46,26723,2012-07-25,2012-08-01,2012-08-06,2049.00,1,2049.00
SO49006,BK-M68B-42,13633,2012-07-25,2012-08-01,2012-08-06,2049.00,1,2049.00
SO49007,BK-M68B-46,13637,2012-07-25,2012-08-01,2012-08-06,2049.00,1,2049.00
SO49008,BK-R50R-52,26660,2012-07-25,2012-08-01,2012-08-06,783.00,1,783.00
SO49009,BK-R50B-58,20890,2012-07-26,2012-08-02,2012-08-07,783.00,1,783.00
SO49010,BK-R89R-48,23416,2012-07-26,2012-08-02,2012-08-07,2443.00,1,2443.00
SO49011,BK-M68B-38,26698,2012-07-26,2012-08-02,2012-08-07,2049.00,1,2049.00
SO49012,BK-R89R-44,16572,2012-07-27,2012-08-03,2012-08-08,2443.00,1,2443.00
SO49013,BK-R89R-52,13745,2012-07-27,2012-08-03,2012-08-08,2443.00,1,2443.00
SO49014,BK-R89R-44,23331,2012-07-27,2012-08-03,2012-08-08,2443.00,1,2443.00
SO49015,BK-M68S-38,13965,2012-07-27,2012-08-03,2012-08-08,2071.00,1,2071.00
SO49016,BK-M68B-38,13971,2012-07-27,2012-08-03,2012-08-08,2049.00,1,2049.00
SO49017,BK-R89B-48,17744,2012-07-28,2012-08-04,2012-08-09,2182.00,1,2182.00
SO49018,BK-R89R-58,17747,2012-07-28,2012-08-04,2012-08-09,2182.00,1,2182.00
SO49019,BK-R89R-58,17782,2012-07-28,2012-08-04,2012-08-09,2182.00,1,2182.00
SO49020,BK-R64Y-42,19035,2012-07-28,2012-08-04,2012-08-09,1000.00,1,1000.00
SO49021,BK-R89R-58,13744,2012-07-28,2012-08-04,2012-08-09,2182.00,1,2182.00
SO49022,BK-R89B-52,23116,2012-07-28,2012-08-04,2012-08-09,2182.00,1,2182.00
SO49023,BK-R50R-48,26589,2012-07-28,2012-08-04,2012-08-09,783.00,1,783.00
SO49024,BK-R50B-48,26654,2012-07-28,2012-08-04,2012-08-09,783.00,1,783.00
SO49025,BK-R50B-58,19319,2012-07-29,2012-08-05,2012-08-10,783.00,1,783.00
SO49026,BK-R89R-52,16549,2012-07-29,2012-08-05,2012-08-10,2443.00,1,2443.00
SO49027,BK-R50R-62,15501,2012-07-29,2012-08-05,2012-08-10,783.00,1,783.00
SO49028,BK-M68B-42,13648,2012-07-29,2012-08-05,2012-08-10,2049.00,1,2049.00
SO49029,BK-R64Y-40,25020,2012-07-29,2012-08-05,2012-08-10,1000.00,1,1000.00
SO49030,BK-R89B-48,23119,2012-07-29,2012-08-05,2012-08-10,2182.00,1,2182.00
SO49031,BK-M68B-46,29389,2012-07-30,2012-08-06,2012-08-11,2049.00,1,2049.00
SO49032,BK-R89R-44,15085,2012-07-30,2012-08-06,2012-08-11,2443.00,1,2443.00
SO49033,BK-R89B-48,13747,2012-07-30,2012-08-06,2012-08-11,2182.00,1,2182.00
SO49034,BK-R89R-44,23321,2012-07-30,2012-08-06,2012-08-11,2443.00,1,2443.00
SO49035,BK-R89B-48,23343,2012-07-30,2012-08-06,2012-08-11,2182.00,1,2182.00
SO49036,BK-M68B-42,26731,2012-07-30,2012-08-06,2012-08-11,2049.00,1,2049.00
SO49037,BK-M68S-46,20708,2012-07-30,2012-08-06,2012-08-11,2071.00,1,2071.00
SO49038,BK-M68B-42,21138,2012-07-30,2012-08-06,2012-08-11,2049.00,1,2049.00
SO49171,BK-R89B-48,13865,2012-07-31,2012-08-07,2012-08-12,2182.00,1,2182.00
SO49172,BK-R89R-44,13885,2012-07-31,2012-08-07,2012-08-12,2443.00,1,2443.00
SO49173,BK-M68S-38,14047,2012-07-31,2012-08-07,2012-08-12,2071.00,1,2071.00
SO49174,BK-M68S-42,14049,2012-07-31,2012-08-07,2012-08-12,2071.00,1,2071.00
SO49175,BK-R89R-52,23431,2012-07-31,2012-08-07,2012-08-12,2443.00,1,2443.00
SO49176,BK-M68S-46,27054,2012-07-31,2012-08-07,2012-08-12,2071.00,1,2071.00
SO49177,BK-M68S-42,27064,2012-07-31,2012-08-07,2012-08-12,2071.00,1,2071.00
SO49178,BK-R64Y-44,14342,2012-07-31,2012-08-07,2012-08-12,1000.00,1,1000.00
SO49179,BK-R64Y-38,14365,2012-07-31,2012-08-07,2012-08-12,1000.00,1,1000.00
SO49180,BK-R50B-58,26744,2012-07-31,2012-08-07,2012-08-12,783.00,1,783.00
SO49181,BK-R89B-48,17890,2012-08-01,2012-08-08,2012-08-13,2182.00,1,2182.00
SO49182,BK-R89R-48,16830,2012-08-01,2012-08-08,2012-08-13,2443.00,1,2443.00
SO49183,BK-R89R-52,16944,2012-08-01,2012-08-08,2012-08-13,2443.00,1,2443.00
SO49184,BK-M68B-46,14129,2012-08-01,2012-08-08,2012-08-13,2049.00,1,2049.00
SO49185,BK-M68B-46,14134,2012-08-01,2012-08-08,2012-08-13,2049.00,1,2049.00
SO49186,BK-R89R-52,23526,2012-08-01,2012-08-08,2012-08-13,2443.00,1,2443.00
SO49187,BK-R89B-58,23545,2012-08-01,2012-08-08,2012-08-13,2182.00,1,2182.00
SO49188,BK-M68B-38,26815,2012-08-01,2012-08-08,2012-08-13,2049.00,1,2049.00
SO49189,BK-R50B-48,15525,2012-08-01,2012-08-08,2012-08-13,783.00,1,783.00
SO49190,BK-R64Y-40,25033,2012-08-01,2012-08-08,2012-08-13,1000.00,1,1000.00
SO49191,BK-R64Y-44,19435,2012-08-02,2012-08-09,2012-08-14,1000.00,1,1000.00
SO49192,BK-R64Y-44,19040,2012-08-02,2012-08-09,2012-08-14,1000.00,1,1000.00
SO49193,BK-M68B-42,29390,2012-08-02,2012-08-09,2012-08-14,2049.00,1,2049.00
SO49194,BK-R50B-60,20922,2012-08-02,2012-08-09,2012-08-14,783.00,1,783.00
SO49195,BK-R50R-58,20845,2012-08-02,2012-08-09,2012-08-14,783.00,1,783.00
SO49196,BK-M68S-42,12386,2012-08-02,2012-08-09,2012-08-14,2071.00,1,2071.00
SO49197,BK-M68B-42,29415,2012-08-02,2012-08-09,2012-08-14,2049.00,1,2049.00
SO49198,BK-R50B-52,26662,2012-08-02,2012-08-09,2012-08-14,783.00,1,783.00
SO49199,BK-R50B-62,26667,2012-08-02,2012-08-09,2012-08-14,783.00,1,783.00
SO49200,BK-R89R-44,17889,2012-08-03,2012-08-10,2012-08-15,2443.00,1,2443.00
SO49201,BK-R89R-52,17795,2012-08-03,2012-08-10,2012-08-15,2443.00,1,2443.00
SO49202,BK-R89B-48,17829,2012-08-03,2012-08-10,2012-08-15,2182.00,1,2182.00
SO49203,BK-R50R-52,19343,2012-08-03,2012-08-10,2012-08-15,783.00,1,783.00
SO49204,BK-M68S-38,14103,2012-08-03,2012-08-10,2012-08-15,2071.00,1,2071.00
SO49205,BK-M68B-38,14130,2012-08-03,2012-08-10,2012-08-15,2049.00,1,2049.00
SO49206,BK-R89B-48,23423,2012-08-03,2012-08-10,2012-08-15,2182.00,1,2182.00
SO49207,BK-R89R-48,23432,2012-08-03,2012-08-10,2012-08-15,2443.00,1,2443.00
SO49208,BK-R89B-48,23531,2012-08-03,2012-08-10,2012-08-15,2182.00,1,2182.00
SO49209,BK-R89R-58,23541,2012-08-03,2012-08-10,2012-08-15,2182.00,1,2182.00
SO49210,BK-M68S-46,21331,2012-08-03,2012-08-10,2012-08-15,2071.00,1,2071.00
SO49211,BK-M68S-42,27020,2012-08-03,2012-08-10,2012-08-15,2071.00,1,2071.00
SO49212,BK-R64Y-44,14337,2012-08-03,2012-08-10,2012-08-15,1000.00,1,1000.00
SO49213,BK-R64Y-44,25034,2012-08-03,2012-08-10,2012-08-15,1000.00,1,1000.00
SO49214,BK-R89B-58,23575,2012-08-03,2012-08-10,2012-08-15,2182.00,1,2182.00
SO49215,BK-R50R-62,15521,2012-08-03,2012-08-10,2012-08-15,783.00,1,783.00
SO49216,BK-R50R-44,26749,2012-08-03,2012-08-10,2012-08-15,783.00,1,783.00
